,Date,AAPL,ADBE,AMZN,BA,CMCSA,CSCO,CVX,DIS,FB,GOOGL,INTC,KO,LOW,MCD,MSFT,MU,NFLX,NKE,PEP,SBUX,T,TGT,VZ,WMT,XOM,Mean Rating,Mean Description,# of Ratings,Buy (%),Overweight (%),Hold (%),Underweight (%),Sell (%),Mean Tgt Price,# of Tgt Prices,Tgt Price Implied Return (%),0 days,1 days,7 days,30 days
373,2018-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.53,Overweight ,32,40.6,15.6,40.6,3.1,0.0,<function <listcomp>.<lambda> at 0x0000017E546788C8>,28,-0.1,71.800003,72.760002,74.760002,78.349998
374,2018-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,Overweight ,37,48.6,10.8,35.1,2.7,2.7,<function <listcomp>.<lambda> at 0x0000017E54678950>,32,1.1,82.199997,79.599998,80.300003,84.459999
375,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,Overweight ,36,47.2,8.3,41.7,2.8,0.0,<function <listcomp>.<lambda> at 0x0000017E546789D8>,32,16.8,75.120003,77.940002,73.339996,74.139999
376,2019-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.33,Overweight ,33,63.6,9.1,24.2,3.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678A60>,30,3.0,85.730003,87.160004,85.260002,85.230003
377,2019-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,Overweight ,30,66.7,10.0,20.0,3.3,0.0,<function <listcomp>.<lambda> at 0x0000017E54678AE8>,27,19.8,77.139999,77.959999,83.410004,85.410004
378,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.32,Overweight ,28,64.3,10.7,21.4,3.6,0.0,<function <listcomp>.<lambda> at 0x0000017E54678B70>,26,12.2,84.5,84.669998,88.690002,93.919998
379,2019-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.38,Overweight ,30,60.0,10.0,26.7,0.0,3.3,<function <listcomp>.<lambda> at 0x0000017E54678BF8>,28,10.4,93.489998,93.559998,93.559998,93.559998
380,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.38,Overweight ,30,60.0,10.0,26.7,0.0,3.3,<function <listcomp>.<lambda> at 0x0000017E54678C80>,28,10.8,93.559998,93.559998,93.559998,93.559998
381,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,25,52.0,12.0,32.0,0.0,4.0,<function <listcomp>.<lambda> at 0x0000017E54678D08>,22,6.3,94.559998,94.440002,95.739998,93.779999
382,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,27,51.9,11.1,33.3,0.0,3.7,<function <listcomp>.<lambda> at 0x0000017E54678D90>,22,11.4,95.620003,95.089996,96.209999,95.120003
383,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,26,53.8,7.7,34.6,0.0,3.8,<function <listcomp>.<lambda> at 0x0000017E54678E18>,21,13.2,93.339996,94.519997,96.400002,96.629997
384,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.43,Overweight ,28,57.1,7.1,32.1,0.0,3.6,<function <listcomp>.<lambda> at 0x0000017E54678EA0>,22,10.7,94.300003,93.849998,98.519997,102.190002
385,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,26,50.0,7.7,42.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54678F28>,21,5.9,99.919998,98.769997,97.57,99.029999
386,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.48,Overweight ,29,48.3,6.9,44.8,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679048>,24,3.8,102.480003,103.779999,103.599998,103.43
387,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,23,47.8,13.0,39.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546790D0>,18,5.2,105.940002,105.629997,107.489998,108.93
388,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,23,47.8,13.0,39.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679158>,19,8.2,108.769997,108.25,105.989998,107.199997
389,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.41,Overweight ,23,52.2,13.0,34.8,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546791E0>,20,11.3,104.629997,104.650002,104.559998,103.690002
390,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4,Overweight ,25,56.0,8.0,36.0,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679268>,21,4.8,111.860001,111.860001,111.610001,112.279999
391,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.41,Overweight ,23,56.5,4.3,39.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546792F0>,20,6.3,115.489998,115.440002,115.510002,116.610001
392,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,Overweight ,24,45.8,8.3,45.8,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679378>,23,10.2,111.43,109.120003,110.400002,109.650002
393,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.46,Overweight ,27,48.1,11.1,40.7,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679400>,24,3.1,119.919998,118.059998,118.669998,119.669998
394,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,Overweight ,26,46.2,7.7,46.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679488>,22,13.4,109.150002,107.050003,110.57,100.940002
395,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.56,Overweight ,26,42.3,11.5,42.3,0.0,3.8,<function <listcomp>.<lambda> at 0x0000017E54679510>,23,6.1,108.870003,109.529999,109.559998,114.18
396,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.67,Overweight ,26,38.5,3.8,50.0,0.0,7.7,<function <listcomp>.<lambda> at 0x0000017E54679598>,23,6.0,111.800003,110.709999,106.489998,112.889999
397,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7,Overweight ,23,30.4,8.7,56.5,0.0,4.3,<function <listcomp>.<lambda> at 0x0000017E54679620>,21,5.6,110.480003,109.279999,109.529999,110.82
398,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74,Overweight ,25,32.0,4.0,56.0,0.0,8.0,<function <listcomp>.<lambda> at 0x0000017E546796A8>,20,-3.5,122.550003,122,121.620003,126.690002
399,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72,Overweight ,23,30.4,4.3,60.9,0.0,4.3,<function <listcomp>.<lambda> at 0x0000017E54679730>,19,-2.4,131.130005,131.869995,133.020004,131.529999
400,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72,Overweight ,23,30.4,8.7,52.2,4.3,4.3,<function <listcomp>.<lambda> at 0x0000017E546797B8>,19,-1.4,137.100006,137.369995,138.339996,136.899994
401,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.71,Overweight ,21,28.6,9.5,57.1,0.0,4.8,<function <listcomp>.<lambda> at 0x0000017E54679840>,17,2.8,135.880005,135.880005,135.880005,135.880005
402,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.17,Buy ,26,76.9,11.5,11.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546798C8>,21,10.7,41.025002,40.720001,40.59,43.764999
403,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.31,Overweight ,26,65.4,7.7,26.9,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679950>,21,4.3,47.349998,46.509998,47.035,49.580002
404,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.25,Overweight ,28,71.4,7.1,21.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E546799D8>,23,5.6,53.619999,53.889999,54.380001,58.060001
405,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.19,Buy ,29,75.9,10.3,13.8,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679A60>,24,12.5,56.84,57.48,58.779999,62.57
406,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.22,Buy ,29,72.4,10.3,17.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679AE8>,24,13.1,60.029999,58.259998,56.689999,61.400002
407,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,Buy ,28,78.6,3.6,17.9,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679B70>,24,14.1,59.700001,61.02,61.169998,57.360001
408,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.21,Buy ,29,75.9,6.9,17.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679BF8>,25,18.7,57.119999,56.990002,56.91,57.630001
409,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.21,Buy ,31,74.2,9.7,16.1,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679C80>,26,21.2,54.139999,53.84,53.459999,53.07
410,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.25,Overweight ,32,71.9,6.3,21.9,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679D08>,28,15.9,55.52,55.349998,57.130001,55.900002
411,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,Overweight ,33,66.7,6.1,27.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679D90>,28,9.7,58.389999,58.439999,58.02,60.18
412,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.24,Buy ,34,73.5,5.9,20.6,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679E18>,30,14.2,58.310001,58.25,58.040001,53.98
413,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3,Overweight ,33,66.7,6.1,27.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679EA0>,28,18.9,53.709999,53.810001,55.169998,55.169998
414,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.29,Overweight ,34,67.6,5.9,26.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E54679F28>,29,9.2,57.43,57.630001,59.610001,57.02
415,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.36,Overweight ,32,62.5,3.1,34.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A048>,27,11.3,57.889999,56.240002,59.139999,57.57
416,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.52,Overweight ,30,46.7,3.3,50.0,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A0D0>,25,24.3,48.849998,49.060001,48.98,51.900002
417,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.57,Overweight ,29,41.4,3.4,55.2,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A158>,23,2.1,56.84,55.580002,55.759998,58.369999
418,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.52,Overweight ,31,45.2,6.5,48.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A1E0>,25,7.9,64.400002,64.32,63.57,68.150002
419,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.61,Overweight ,27,37.0,3.7,59.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A268>,21,-5.8,74.339996,73.959999,75.029999,76.910004
420,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.65,Overweight ,30,33.3,3.3,63.3,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A2F0>,24,-4.0,83.830002,84.550003,87.790001,98.019997
421,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.69,Overweight ,29,31.0,0.0,69.0,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A378>,25,9.3,88.419998,86.510002,85.849998,84.190002
422,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.66,Overweight ,29,34.5,0.0,65.5,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A400>,24,10.8,84.57,84.57,84.57,84.57
423,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.84,Hold ,31,22.6,3.2,64.5,3.2,6.5,<function <listcomp>.<lambda> at 0x0000017E5467A488>,25,4.3,33.59,33.869999,33.169998,32.919998
424,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.77,Hold ,31,22.6,6.5,67.7,0.0,3.2,<function <listcomp>.<lambda> at 0x0000017E5467A510>,24,6.0,32.650002,32.889999,33.16,34.639999
425,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.67,Overweight ,30,36.7,6.7,50.0,0.0,6.7,<function <listcomp>.<lambda> at 0x0000017E5467A598>,24,1.0,35.52,35.57,35.77,34.799999
426,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.56,Overweight ,31,48.4,3.2,41.9,0.0,6.5,<function <listcomp>.<lambda> at 0x0000017E5467A620>,26,15.9,32.580002,32.529999,33.119999,33.509998
427,2015-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.53,Overweight ,30,50.0,6.7,36.7,0.0,6.7,<function <listcomp>.<lambda> at 0x0000017E5467A6A8>,25,9.0,34.41,34.349998,33.509998,36.18
428,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.53,Overweight ,33,48.5,6.1,39.4,3.0,3.0,<function <listcomp>.<lambda> at 0x0000017E5467A730>,26,-1.5,39.169998,39.049999,38.59,39.099998
429,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,Overweight ,32,50.0,6.3,40.6,0.0,3.1,<function <listcomp>.<lambda> at 0x0000017E5467A7B8>,25,-4.5,43.209999,43.470001,42.299999,43.18
430,2016-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.48,Overweight ,27,48.1,7.4,44.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A840>,22,8.6,40.610001,40.77,38.869999,36.790001
431,2016-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.63,Overweight ,26,34.6,11.5,50.0,0.0,3.8,<function <listcomp>.<lambda> at 0x0000017E5467A8C8>,20,-1.8,42.529999,43.02,41.32,41.82
432,2017-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.66,Overweight ,25,28.0,12.0,60.0,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467A950>,17,3.6,41.549999,41.57,40.59,39.099998
433,2017-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.73,Overweight ,28,25.0,10.7,60.7,0.0,3.6,<function <listcomp>.<lambda> at 0x0000017E5467A9D8>,21,10.4,37.73,38.110001,36.98,39
434,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.77,Hold ,28,21.4,10.7,64.3,0.0,3.6,<function <listcomp>.<lambda> at 0x0000017E5467AA60>,21,4.3,39.169998,39.110001,38.59,33.540001
435,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.77,Hold ,28,21.4,10.7,64.3,0.0,3.6,<function <listcomp>.<lambda> at 0x0000017E5467AAE8>,21,0.6,38.880001,38.540001,38.139999,37.259998
436,2018-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.68,Overweight ,30,30.0,10.0,56.7,0.0,3.3,<function <listcomp>.<lambda> at 0x0000017E5467AB70>,25,12.6,35.650002,35.099998,36.139999,32.700001
437,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.72,Overweight ,30,30.0,10.0,53.3,0.0,6.7,<function <listcomp>.<lambda> at 0x0000017E5467ABF8>,26,15.1,32.110001,32.209999,32.68,32
438,2018-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.75,Hold ,32,31.3,6.3,53.1,0.0,9.4,<function <listcomp>.<lambda> at 0x0000017E5467AC80>,28,5.1,33.580002,33.490002,33.990002,29.639999
439,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.63,Overweight ,31,38.7,9.7,45.2,0.0,6.5,<function <listcomp>.<lambda> at 0x0000017E5467AD08>,26,20.5,28.540001,29.540001,30.889999,29.370001
440,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6,Overweight ,29,41.4,10.3,41.4,0.0,6.9,<function <listcomp>.<lambda> at 0x0000017E5467AD90>,25,7.8,31.360001,31.950001,32.349998,30.879999
441,2019-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.63,Overweight ,28,39.3,10.7,42.9,0.0,7.1,<function <listcomp>.<lambda> at 0x0000017E5467AE18>,24,0.7,33.509998,33.43,34.299999,34.34
442,2019-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.62,Overweight ,26,38.5,7.7,50.0,0.0,3.8,<function <listcomp>.<lambda> at 0x0000017E5467AEA0>,22,-4.6,37.84,37.41,37.66,38.200001
443,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.68,Overweight ,28,35.7,7.1,50.0,0.0,7.1,<function <listcomp>.<lambda> at 0x0000017E5467AF28>,24,4.6,37.32,37.32,37.32,37.32
444,2015-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.83,Hold ,27,25.9,0.0,63.0,3.7,7.4,<function <listcomp>.<lambda> at 0x0000017E5467E048>,22,2.4,73.610001,74.25,76.360001,77.68
445,2015-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,Hold ,28,32.1,0.0,60.7,0.0,7.1,<function <listcomp>.<lambda> at 0x0000017E5467E0D0>,22,2.2,78.830002,79.650002,80.110001,79.510002
446,2015-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.78,Hold ,27,29.6,0.0,63.0,0.0,7.4,<function <listcomp>.<lambda> at 0x0000017E5467E158>,21,1.8,81.849998,80.389999,78.980003,77.709999
447,2015-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.73,Overweight ,26,30.8,0.0,65.4,0.0,3.8,<function <listcomp>.<lambda> at 0x0000017E5467E1E0>,22,9.1,77.18,77.260002,77.220001,72.5
448,2016-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.67,Overweight ,27,37.0,0.0,59.3,0.0,3.7,<function <listcomp>.<lambda> at 0x0000017E5467E268>,24,12.2,72.419998,72.830002,69.559998,78.449997
449,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.81,Hold ,27,25.9,0.0,66.7,0.0,7.4,<function <listcomp>.<lambda> at 0x0000017E5467E2F0>,23,4.9,79.5,80.120003,78.739998,68.779999
450,2016-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8,Hold ,27,25.9,3.7,63.0,0.0,7.4,<function <listcomp>.<lambda> at 0x0000017E5467E378>,23,2.3,75.330002,75.510002,74.940002,71.050003
451,2016-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.84,Hold ,28,21.4,3.6,67.9,0.0,7.1,<function <listcomp>.<lambda> at 0x0000017E5467E400>,21,6.7,68.730003,67.779999,67.529999,77.239998
452,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.89,Hold ,28,21.4,0.0,67.9,0.0,10.7,<function <listcomp>.<lambda> at 0x0000017E5467E488>,23,13.8,64.480003,63.669998,63.57,57.950001
453,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.98,Hold ,28,14.3,3.6,67.9,0.0,14.3,<function <listcomp>.<lambda> at 0x0000017E5467E510>,24,6.0,55.849998,55.77,57.32,54.939999
454,2017-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1,Hold ,26,7.7,3.8,69.2,0.0,19.2,<function <listcomp>.<lambda> at 0x0000017E5467E598>,23,2.8,56.669998,56.860001,57.880001,54.32
455,2017-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.02,Hold ,26,11.5,3.8,69.2,0.0,15.4,<function <listcomp>.<lambda> at 0x0000017E5467E620>,23,1.6,59.040001,58.860001,57.889999,59.900002
456,2018-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.95,Hold ,28,14.3,3.6,71.4,0.0,10.7,<function <listcomp>.<lambda> at 0x0000017E5467E6A8>,24,-1.2,75.220001,74.970001,73.25,75.150002
457,2018-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.88,Hold ,26,15.4,7.7,69.2,0.0,7.7,<function <listcomp>.<lambda> at 0x0000017E5467E730>,23,4.5,72.599998,71.07,69.330002,73.470001
458,2018-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9,Hold ,25,16.0,12.0,60.0,0.0,12.0,<function <listcomp>.<lambda> at 0x0000017E5467E7B8>,22,-4.0,80.68,78.949997,82.239998,87.309998
459,2018-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.88,Hold ,26,11.5,11.5,69.2,3.8,3.8,<function <listcomp>.<lambda> at 0x0000017E5467E840>,21,5.9,83.629997,84.230003,86.760002,70.959999
460,2019-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.76,Hold ,27,22.2,11.1,63.0,0.0,3.7,<function <listcomp>.<lambda> at 0x0000017E5467E8C8>,23,10.7,73,71.169998,71.860001,72.669998
461,2019-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.71,Overweight ,26,30.8,7.7,53.8,3.8,3.8,<function <listcomp>.<lambda> at 0x0000017E5467E950>,21,12.3,77.419998,75.669998,75.040001,80.389999
462,2019-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6,Overweight ,26,38.5,7.7,50.0,3.8,0.0,<function <listcomp>.<lambda> at 0x0000017E5467E9D8>,21,4.2,86.400002,82.620003,83.010002,107.040001
463,2019-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.44,Overweight ,26,53.8,7.7,34.6,3.8,0.0,<function <listcomp>.<lambda> at 0x0000017E5467EA60>,23,7.2,106.910004,107.82,110.589996,123.980003
464,2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.43,Overweight ,28,57.1,7.1,32.1,0.0,3.6,<function <listcomp>.<lambda> at 0x0000017E5467EAE8>,25,10.0,123.980003,123.980003,123.980003,123.980003
465,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.42,Overweight ,33,54.5,6.1,39.4,0.0,0.0,<function <listcomp>.<lambda> at 0x0000017E5467EB70>,25,12.4,46.779999,46.959999,46.189999,45.709999
466,2015-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.48,Overweight ,32,50.0,6.3,40.6,3.1,0.0,<function <listcomp>.<lambda> at 0x0000017E5467EBF8>,26,5.9,48.630001,48.919998,49.27,50.439999
467,2015-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.63,Overweight ,27,37.0,7.4,51.9,0.0,3.7,<function <listcomp>.<lambda> at 0x0000017E5467EC80>,21,10.6,46.610001,47,47.25,46.669998
